numDots,subdomainLevel,pathLevel,urlLength,numDash,numUnderscore,numPercent,numQueryComponents,numApersand,numDigits,https,ipAddress,hostnameLength,pathLength,queryLength,type
1,0,2,34,1,0,0,0,0,0,1,0,7,20,0,0
3,1,2,52,1,0,0,0,0,5,1,0,20,24,0,1
1,0,2,59,2,0,0,0,0,0,0,0,12,40,0,0
1,0,6,86,4,2,0,0,0,4,1,0,10,69,0,0
2,1,0,29,0,0,0,0,0,0,0,0,22,0,0,1
1,0,0,30,0,0,0,0,0,0,1,0,22,1,0,0
1,0,0,23,0,0,0,0,0,0,0,0,15,1,0,0
2,0,3,62,1,0,0,0,0,0,0,0,21,34,0,1
3,0,1,26,0,0,0,0,0,10,0,1,12,7,0,1
1,0,0,30,0,0,0,0,0,0,0,0,23,0,0,1
1,0,4,147,2,0,36,0,0,49,1,0,7,133,0,0
2,1,2,48,1,0,0,0,0,0,1,0,27,13,0,1
3,1,3,72,0,1,0,1,0,2,0,0,18,34,12,0
3,0,2,127,0,2,0,2,1,26,0,0,15,25,79,1
2,1,2,34,0,0,0,0,0,0,0,0,11,16,0,1
2,0,2,67,0,1,0,1,0,7,1,0,13,27,19,0
2,0,2,40,0,0,0,0,0,1,1,0,13,20,0,1
4,0,2,47,0,1,0,0,0,12,0,1,14,26,0,1
1,0,3,63,3,0,0,0,0,11,1,0,12,44,0,0
1,0,4,47,0,1,0,0,0,5,0,0,11,29,0,0
3,1,2,76,1,0,0,0,0,20,1,0,20,48,0,1
3,1,1,109,0,1,0,5,4,4,0,0,22,10,69,1
2,1,7,184,1,1,0,0,1,62,0,0,17,160,0,0
1,0,0,25,0,0,0,0,0,0,1,0,17,1,0,0
2,1,1,29,0,0,0,0,0,0,0,0,15,7,0,1
1,0,3,36,0,0,0,0,0,0,1,0,14,15,0,0
3,1,1,99,0,1,0,5,4,2,1,0,23,10,58,1
1,0,3,59,0,1,0,0,0,0,0,0,13,39,0,0
2,0,2,38,0,0,0,0,0,3,1,0,14,16,0,1
1,0,4,110,9,0,0,0,0,10,0,0,18,85,0,0
6,1,3,183,5,4,0,1,0,21,0,0,18,38,119,0
1,0,3,50,2,1,0,0,0,0,1,0,11,32,0,0
3,1,2,52,1,0,0,0,0,5,1,0,20,24,0,1
2,0,2,115,12,0,0,0,0,9,0,0,14,94,0,0
3,0,3,102,0,0,0,1,0,21,0,0,10,29,11,1
4,2,5,78,1,0,0,1,0,2,0,0,22,38,10,0
2,1,1,31,0,0,0,0,0,0,0,0,14,10,0,1
1,0,1,38,0,0,0,1,0,2,1,0,11,6,13,0
3,1,1,101,1,1,0,4,3,7,0,0,31,10,52,1
4,0,2,33,0,0,0,0,0,8,0,1,11,15,0,1
2,0,2,53,2,0,0,0,0,0,0,0,12,34,0,0
5,1,4,168,0,0,0,5,4,41,0,0,26,27,107,1
4,1,2,47,1,0,0,0,0,0,0,0,22,18,0,1
2,0,3,84,0,2,0,2,1,12,1,0,25,27,24,0
3,1,3,78,0,1,0,0,0,12,0,0,25,46,0,0
1,0,2,36,2,0,0,0,0,0,1,0,9,20,0,0
2,1,0,46,1,0,0,0,0,0,0,0,38,1,0,0
1,0,1,29,0,0,0,0,0,1,0,0,11,11,0,0
4,2,2,116,0,0,0,6,5,10,1,0,21,12,75,1
1,0,0,23,0,0,0,0,0,0,0,0,15,1,0,0
4,0,1,34,0,0,0,0,0,16,0,1,20,7,0,1
2,1,1,33,3,0,0,0,0,13,0,0,22,4,0,1
4,1,4,57,0,0,0,0,0,3,0,0,23,27,0,1
1,0,2,62,3,0,0,0,0,0,1,0,17,38,0,0
2,1,3,66,2,0,0,0,0,15,1,0,18,41,0,0
4,1,8,103,1,0,0,0,0,0,0,0,28,68,0,0
3,1,9,204,2,0,0,0,0,69,0,0,16,181,0,0
1,0,3,53,2,0,0,0,0,0,0,0,8,38,0,0
1,0,3,60,3,0,0,0,0,7,1,0,10,43,0,0
2,1,1,39,0,1,0,0,0,0,0,0,20,12,0,0
1,0,3,100,8,0,0,0,0,6,1,0,16,77,0,0
5,1,2,139,0,0,0,0,6,13,0,0,18,114,0,1
2,0,1,74,4,2,0,0,0,7,1,0,8,59,0,0
4,1,1,31,0,0,0,0,0,0,0,0,14,10,0,1
1,0,0,108,0,1,1,5,4,4,0,0,21,1,78,0
2,0,1,222,16,1,0,9,8,21,0,0,13,10,191,1
1,0,2,33,0,0,0,0,0,2,1,0,12,13,0,1
3,1,4,64,0,1,0,0,0,0,0,0,15,42,0,1
1,0,2,33,0,0,0,0,0,3,0,0,13,13,0,0
3,0,2,34,0,0,0,0,0,0,1,0,10,17,0,1
1,0,1,90,0,0,24,0,0,31,0,1,9,74,0,1
3,1,4,89,0,1,0,3,2,6,0,1,14,34,33,1
2,1,2,40,0,0,0,0,0,4,1,0,20,13,0,0
1,0,2,71,6,0,0,0,0,4,1,0,15,49,0,0
3,1,2,62,0,0,0,0,0,19,0,0,17,38,0,0
1,0,4,106,9,0,0,0,0,8,1,0,17,81,0,0
1,0,2,33,0,0,0,0,0,1,1,0,12,13,0,1
2,0,1,91,12,0,0,0,0,0,1,0,17,67,0,0
2,0,6,90,5,0,0,0,0,7,0,0,16,67,0,0
1,0,5,53,1,0,0,0,0,1,0,0,8,38,0,0
2,1,2,64,1,0,0,1,0,0,0,0,19,18,19,1
1,0,1,33,0,2,0,0,0,0,1,0,11,15,0,0
3,1,4,97,0,5,0,0,0,8,0,0,22,68,0,0
3,1,5,114,0,0,0,0,0,13,0,0,21,86,0,1
1,0,3,51,0,0,0,0,0,10,1,0,10,34,0,0
7,6,0,83,2,0,0,0,0,0,0,0,76,0,0,1
4,1,4,59,0,0,0,0,0,13,1,0,30,22,0,1
4,2,7,73,0,0,0,0,0,0,1,0,19,47,0,0
1,0,2,43,0,2,0,0,0,0,0,0,18,18,0,0
3,1,4,81,2,0,0,0,0,27,0,0,19,55,0,1
1,0,1,37,2,0,0,0,0,5,1,0,13,17,0,0
2,1,2,42,0,1,0,0,0,0,1,0,16,19,0,0
4,2,0,44,1,0,0,0,0,0,0,0,37,0,0,1
1,0,4,72,5,0,0,0,0,12,1,0,12,53,0,0
2,0,1,35,0,0,0,0,0,0,0,0,18,10,0,0
3,0,2,772,0,0,0,1,0,122,0,0,15,13,736,1
1,0,3,53,1,0,0,0,0,15,1,0,12,34,0,0
3,0,2,62,3,0,0,0,0,0,1,0,11,44,0,0
3,1,1,57,0,0,0,0,0,1,0,0,24,26,0,0
7,1,3,61,0,0,0,0,0,7,0,0,19,35,0,0
2,0,4,75,3,0,0,1,0,6,0,0,10,43,14,1
3,1,3,49,0,0,0,0,0,8,1,0,30,12,0,1
3,1,3,41,0,0,0,0,0,1,1,0,10,24,0,1
3,0,3,57,1,0,0,0,0,0,0,0,22,28,0,1
1,0,1,175,2,5,3,12,11,5,1,0,16,7,144,0
2,1,1,51,1,0,0,0,0,0,0,0,28,16,0,1
2,0,1,71,0,0,4,1,0,8,1,0,19,11,33,0
2,0,1,62,0,2,0,2,1,8,1,0,11,17,26,0
2,0,1,30,0,0,0,0,0,6,0,0,11,12,0,0
4,0,2,35,0,0,0,0,0,10,0,1,13,15,0,1
1,0,2,33,0,1,0,0,0,0,1,0,11,15,0,0
2,0,3,69,2,0,0,0,0,7,0,0,19,43,0,0
3,0,2,32,0,0,0,0,0,11,0,1,12,13,0,1
2,1,2,42,0,1,0,0,0,0,1,0,19,16,0,0
4,0,1,34,0,0,0,0,0,16,0,1,20,7,0,1
3,1,2,48,1,0,0,0,0,5,1,0,20,20,0,1
3,1,8,93,1,1,0,0,0,0,0,0,18,68,0,0
4,2,2,113,0,0,0,6,5,10,1,0,21,12,72,1
2,0,2,64,3,0,0,0,0,0,1,0,20,37,0,0
2,0,8,105,1,0,0,0,0,12,0,0,29,68,0,1
2,0,3,55,0,0,0,0,0,0,0,0,14,34,0,1
4,0,2,45,0,0,0,0,0,20,0,1,13,25,0,1
1,0,0,19,0,0,0,0,0,1,1,0,11,1,0,0
1,0,3,88,1,0,3,1,0,14,1,0,14,54,12,0
9,5,1,107,1,0,0,4,3,1,0,0,39,11,49,0
2,0,2,56,0,0,0,0,0,0,0,0,14,35,0,1
1,0,0,19,0,0,0,0,0,0,0,0,12,0,0,1
1,0,2,57,0,2,0,0,0,0,0,0,21,29,0,0
2,0,2,40,0,0,0,0,0,2,0,0,12,20,0,1
2,0,5,53,0,0,0,0,0,10,1,0,11,35,0,0
3,1,1,40,0,0,0,0,0,0,1,0,22,11,0,1
3,1,1,96,0,1,0,4,3,4,0,0,21,10,57,1
3,1,5,97,7,0,0,0,0,4,0,0,17,73,0,1
4,1,4,52,0,0,0,0,0,13,0,0,23,22,0,1
4,0,2,38,0,0,0,0,0,13,1,1,14,17,0,1
2,0,1,60,5,0,0,0,0,0,0,0,14,39,0,0
1,0,2,52,1,2,0,0,0,0,1,0,22,23,0,0
1,0,5,105,12,0,0,0,0,9,0,0,14,84,0,0
3,1,1,34,0,0,0,0,0,0,0,0,16,11,0,1
3,0,2,28,0,0,0,0,0,9,0,1,11,10,0,1
2,1,1,31,0,0,0,0,0,0,1,0,17,7,0,1
3,1,4,66,0,0,0,0,0,0,0,0,15,44,0,1
4,1,1,121,1,1,0,6,5,10,1,0,29,10,74,1
3,1,1,85,1,1,0,4,3,4,1,0,20,10,47,1
1,0,0,25,0,0,0,0,0,0,0,0,18,0,0,1
3,1,4,71,4,0,0,0,0,3,1,0,17,47,0,1
2,1,4,46,1,0,0,0,0,1,1,0,15,24,0,1
3,1,3,55,0,0,0,0,0,0,0,0,21,27,0,0
2,0,2,71,5,0,0,0,0,1,0,0,12,52,0,0
3,1,2,48,0,0,0,0,0,1,1,0,22,19,0,0
4,0,1,31,0,0,0,0,0,13,0,1,17,7,0,1
2,0,5,67,1,0,0,0,0,4,1,0,6,54,0,0
2,0,3,69,1,6,0,0,0,3,1,0,11,51,0,0
2,1,1,32,0,0,0,0,0,0,1,0,16,9,0,1
3,0,3,55,1,0,0,0,0,1,0,0,22,26,0,1
1,0,3,60,3,0,0,0,0,9,0,0,13,40,0,0
1,0,2,32,0,0,0,0,0,7,1,0,8,17,0,0
3,1,6,86,0,2,0,0,0,1,0,0,30,49,0,1
2,0,2,39,0,0,0,0,0,0,0,0,13,19,0,0
3,0,2,52,0,0,0,1,0,11,0,0,11,22,11,1
5,1,2,164,0,0,0,0,8,19,0,0,18,139,0,1
1,0,1,26,0,0,0,0,0,0,0,0,15,4,0,1
3,0,6,154,1,0,0,0,4,0,0,0,24,123,0,0
3,1,1,60,0,0,0,2,1,0,1,0,13,11,28,1
1,0,5,82,3,0,0,0,0,18,1,0,9,66,0,0
4,0,1,34,0,0,0,0,0,16,0,1,20,7,0,1
2,1,1,23,0,0,0,0,0,0,1,0,12,4,0,1
3,2,0,30,0,0,0,0,0,0,1,0,22,1,0,0
3,1,6,109,1,2,0,0,0,20,0,0,18,83,0,1
4,1,2,69,1,0,0,1,0,9,0,0,31,17,13,1
3,1,4,81,2,0,0,0,0,27,0,0,19,55,0,1
2,1,2,53,1,0,0,0,0,0,0,0,24,22,0,0
3,0,2,151,0,4,0,4,3,25,0,0,22,18,103,1
3,1,1,41,0,0,0,0,0,0,0,0,25,9,0,1
3,1,2,68,3,0,0,0,0,11,0,0,18,43,0,0
1,0,0,17,0,0,0,0,0,2,0,0,10,0,0,1
2,1,2,95,0,0,0,1,0,26,0,0,25,17,45,1
1,0,0,26,0,0,0,0,0,0,0,0,19,0,0,1
1,0,2,96,7,0,0,1,0,10,1,0,15,57,16,0
2,0,1,60,5,0,0,0,0,0,0,0,15,38,0,0
3,1,4,144,0,0,0,2,1,16,0,0,17,31,88,1
2,0,1,36,0,0,0,0,0,0,1,0,18,11,0,0
2,1,1,55,0,0,0,0,0,0,0,0,38,10,0,1
3,1,4,75,3,0,0,0,0,23,0,0,19,49,0,1
17,16,0,210,0,0,0,0,0,78,0,0,203,0,0,0
3,0,2,149,1,2,0,4,3,6,0,0,12,21,108,0
2,0,1,58,3,0,0,0,0,0,0,0,15,36,0,0
1,0,3,67,0,4,0,0,0,7,0,0,12,48,0,0
1,0,2,33,0,0,0,0,0,0,1,0,17,9,0,0
1,0,0,26,0,0,0,0,0,0,0,0,18,1,0,0
2,0,3,81,0,3,0,0,0,6,0,0,14,60,0,0
2,0,3,108,11,0,0,0,0,7,1,0,13,88,0,0
3,0,2,27,0,0,0,0,0,8,0,1,11,9,0,1
2,1,2,46,0,2,0,0,0,0,1,0,16,23,0,0
1,0,2,81,8,0,0,0,0,0,0,0,11,63,0,1
2,0,4,49,0,0,0,0,0,2,0,0,12,30,0,1
2,1,2,33,0,0,0,0,0,0,1,0,16,10,0,0
2,0,3,63,2,0,0,0,0,4,0,0,17,39,0,0
1,0,1,25,0,0,0,0,0,0,1,0,10,8,0,0
3,1,1,41,0,0,0,0,0,0,0,0,16,17,0,1
2,0,6,135,6,5,0,2,1,24,1,0,12,99,16,1
3,1,1,104,2,1,0,4,3,4,0,0,22,10,64,1
6,0,2,74,0,1,0,0,0,33,0,1,15,52,0,1
4,0,1,33,0,0,0,0,0,15,0,1,19,7,0,1
2,0,2,40,0,0,0,0,0,2,0,0,12,20,0,1
2,0,5,115,6,0,1,0,1,19,1,0,12,96,0,1
2,1,1,28,0,0,0,0,0,0,1,0,14,7,0,1
3,1,2,47,0,0,0,0,0,1,1,0,22,18,0,0
3,0,1,97,1,2,0,4,3,4,0,0,16,10,63,1
3,1,2,86,0,0,0,1,0,26,1,0,18,18,42,0
1,0,4,79,4,0,0,0,0,2,1,0,26,46,0,1
4,1,1,100,0,2,0,4,3,4,1,0,19,10,63,1
4,0,1,34,0,0,0,0,0,16,0,1,20,7,0,1
4,0,1,31,0,0,0,0,0,13,0,1,17,7,0,1
2,0,1,83,2,0,0,3,2,1,0,0,32,15,28,1
1,0,0,26,0,0,0,0,0,0,0,0,18,1,0,0
4,0,2,35,0,0,0,0,0,10,0,1,13,15,0,1
1,0,1,37,0,0,0,0,0,3,0,0,11,19,0,0
1,0,2,35,0,0,0,0,0,3,0,0,17,10,0,1
1,0,0,22,1,0,0,0,0,0,0,0,15,0,0,1
1,0,3,50,1,0,0,0,0,8,0,0,11,32,0,0
1,0,2,31,0,0,0,0,0,0,0,0,11,13,0,0
1,0,2,87,9,0,0,0,0,8,1,0,7,73,0,0
1,0,1,30,0,1,0,0,0,0,0,0,9,14,0,0
2,0,1,68,0,0,0,3,2,1,0,0,18,14,28,1
2,1,1,37,0,0,0,0,0,0,1,0,19,11,0,1
1,0,4,81,5,0,0,0,0,0,0,0,16,58,0,0
2,1,2,34,0,1,0,0,0,0,1,0,16,11,0,0
3,1,2,51,0,0,0,0,0,2,0,0,24,20,0,1
4,1,4,59,0,0,0,0,0,13,1,0,30,22,0,1
3,0,2,348,0,0,0,1,0,48,0,0,15,13,312,1
2,0,2,49,0,0,0,0,0,0,1,0,22,20,0,1
2,0,1,26,0,0,0,0,0,0,0,0,12,7,0,1
4,0,1,33,0,0,0,0,0,15,0,1,19,7,0,1
1,0,0,21,0,0,0,0,0,0,1,0,13,1,0,0
4,1,4,52,0,0,0,0,0,13,0,0,23,22,0,1
3,1,4,53,1,0,0,0,0,10,0,0,14,32,0,0
3,0,2,860,0,0,0,1,0,130,0,0,15,13,824,1
5,0,6,132,0,1,0,1,0,22,0,0,22,56,46,1
2,0,2,106,13,0,0,0,0,8,0,0,13,86,0,0
2,1,2,88,7,0,0,0,0,1,0,0,25,56,0,1
1,0,0,31,0,0,0,0,0,0,1,0,23,1,0,0
2,0,3,52,0,0,0,0,0,9,1,0,15,30,0,0
4,1,1,32,0,0,0,0,0,0,0,0,13,12,0,0
1,0,2,57,0,0,0,1,0,7,1,0,20,19,10,0
4,2,2,49,0,0,0,0,0,0,0,0,25,17,0,1
1,0,1,30,0,0,0,0,0,0,1,0,10,13,0,0
1,0,4,38,0,1,0,0,0,0,1,0,7,24,0,0
2,0,1,61,0,6,0,0,0,0,1,0,15,39,0,0
3,0,1,27,0,0,0,0,0,11,0,1,14,6,0,1
1,0,2,28,0,0,0,0,0,6,1,0,11,10,0,0
4,0,3,52,0,0,0,0,0,0,0,0,12,33,0,0
5,1,4,183,0,0,2,5,4,35,0,0,26,27,122,1
3,1,1,148,2,1,0,8,7,5,0,0,21,10,109,1
2,0,6,75,1,0,0,0,0,0,1,0,18,50,0,0
3,1,1,42,2,0,0,0,0,14,1,0,13,22,0,1
3,0,1,43,1,0,0,0,0,0,0,0,21,15,0,0
4,2,2,61,0,0,0,0,0,5,0,0,31,23,0,0
3,1,4,64,1,0,0,0,0,3,0,0,19,38,0,1
5,1,4,168,0,0,0,5,4,40,0,0,26,27,107,1
1,0,2,35,0,0,0,0,0,0,1,0,11,17,0,0
2,1,5,88,0,8,0,0,0,9,0,0,14,67,0,0
2,0,1,86,0,2,0,4,3,4,0,0,16,10,52,1
1,0,3,91,9,0,0,0,0,6,1,0,14,70,0,1
3,0,4,57,0,1,0,0,0,5,1,0,10,40,0,1
2,0,2,50,1,0,0,1,0,2,0,0,11,20,11,0
2,0,2,44,0,0,0,0,0,4,1,0,12,24,0,1
4,1,4,60,0,0,0,0,0,14,1,0,30,23,0,1
2,1,3,48,0,0,0,0,0,5,0,0,26,15,0,0
1,0,2,33,0,0,0,0,0,0,1,0,12,13,0,1
3,1,1,86,0,1,0,4,3,4,1,0,21,10,47,1
3,1,1,31,0,0,0,0,0,0,0,0,15,9,0,1
3,1,3,84,4,0,0,0,0,2,0,0,18,59,0,1
2,0,3,107,0,11,0,0,0,6,1,0,13,87,0,0
1,0,2,58,2,0,0,0,0,0,0,0,20,31,0,0
2,0,1,28,0,0,0,0,0,2,0,0,10,11,0,0
2,1,3,73,0,0,0,0,0,23,0,0,20,46,0,1
3,1,3,46,0,0,0,0,0,7,0,0,28,11,0,1
1,0,3,98,11,0,0,0,0,6,1,0,7,84,0,0
3,1,1,215,10,1,0,9,8,12,0,0,24,10,173,1
1,0,10,87,0,0,0,0,0,21,1,0,15,65,0,0
3,1,3,53,0,1,0,0,0,4,0,0,11,35,0,1
4,0,1,34,0,0,0,0,0,16,0,1,20,7,0,1
2,0,4,163,18,1,0,1,0,5,0,0,11,126,18,0
3,1,4,58,0,0,0,0,0,0,0,0,22,29,0,1
3,0,2,46,0,0,0,0,0,11,0,1,14,25,0,1
5,0,6,132,0,1,0,1,0,29,0,0,22,56,46,1
2,1,2,51,0,2,0,0,0,0,1,0,21,23,0,0
2,1,2,33,0,0,0,0,0,0,1,0,16,10,0,0
3,1,4,75,3,0,0,0,0,25,0,0,19,49,0,1
2,1,1,69,0,0,0,0,0,0,1,0,30,32,0,0
1,0,2,110,10,0,0,0,0,12,1,0,18,85,0,0
6,0,2,139,0,0,0,2,1,10,0,0,15,20,96,1
1,0,0,18,0,0,0,0,0,0,0,0,10,1,0,0
6,1,5,67,0,0,0,0,0,0,0,0,14,46,0,0
1,0,1,45,0,1,0,0,0,0,0,0,22,16,0,0
3,1,4,60,0,0,0,0,0,2,1,0,19,34,0,1
3,2,2,50,1,0,0,0,0,0,0,0,22,21,0,1
2,0,2,49,0,0,0,0,0,0,0,0,19,23,0,0
4,0,1,33,0,0,0,0,0,15,0,1,19,7,0,1
1,0,1,43,0,0,0,0,0,0,1,0,15,21,0,0
2,0,2,91,2,1,0,4,3,2,0,0,14,14,55,1
2,0,3,88,0,1,0,0,0,4,0,0,11,70,0,0
1,0,1,38,0,0,0,1,0,1,1,0,11,6,13,0
3,2,0,27,0,0,0,0,0,0,0,0,19,1,0,0
3,0,1,90,0,1,0,3,2,5,1,0,17,29,36,0
1,0,1,22,0,0,0,0,0,3,1,0,6,9,0,1
1,0,2,125,2,12,0,0,0,6,1,0,15,103,0,0
3,0,2,32,0,0,0,0,0,10,0,1,13,12,0,1
2,0,8,71,1,0,0,0,0,8,0,0,6,58,0,0
2,1,2,57,0,0,0,1,0,13,1,0,17,15,17,0
2,0,4,91,5,0,0,0,0,0,1,0,15,69,0,0
2,1,1,40,0,0,0,0,0,0,1,0,23,10,0,1
5,1,2,160,0,0,0,0,7,13,0,0,18,135,0,1
3,0,2,66,0,0,0,5,4,2,0,0,13,10,35,1
2,0,1,99,16,0,0,0,0,4,0,0,15,77,0,0
1,0,3,60,2,0,0,0,0,15,1,0,12,41,0,0
1,0,2,40,1,0,0,0,0,0,1,0,18,15,0,0
1,0,0,21,0,0,0,0,0,0,0,0,14,0,0,1
4,0,2,48,0,0,0,0,0,12,0,1,14,27,0,1
1,0,0,22,0,0,0,0,0,0,1,0,14,1,0,0
3,1,1,42,0,2,0,1,0,1,0,0,13,17,4,1
4,1,5,88,3,0,0,0,0,0,0,0,26,55,0,0
4,0,1,33,0,0,0,0,0,15,0,1,19,7,0,1
1,0,3,40,0,0,0,0,0,4,0,0,16,17,0,0
1,0,3,128,13,0,0,0,0,8,1,0,10,111,0,0
2,0,1,48,0,0,2,1,0,16,0,0,9,9,22,1
3,0,2,29,0,0,0,0,0,9,0,1,12,10,0,1
3,0,3,63,0,0,0,3,2,3,0,0,14,28,13,1
2,0,0,26,0,0,0,0,0,0,0,0,18,1,0,0
3,0,2,53,0,0,0,1,0,0,1,0,10,24,11,1
4,2,2,70,0,0,0,0,0,0,0,0,38,25,0,0
1,0,3,49,0,0,0,0,0,2,1,0,12,30,0,0
1,0,3,69,4,0,0,0,0,5,1,0,11,51,0,0
2,0,1,62,5,0,0,0,0,0,0,0,15,40,0,0
4,0,1,35,0,0,0,0,0,17,0,1,21,7,0,1
2,1,2,54,0,0,0,0,0,0,0,0,28,19,0,1
2,0,2,42,0,0,0,0,0,6,0,0,16,19,0,0
1,0,1,27,0,0,0,0,0,3,1,0,12,8,0,0
5,0,1,149,2,1,7,2,1,29,1,0,15,19,107,0
1,0,0,30,0,0,0,1,0,5,1,0,14,1,7,0
2,0,1,85,3,4,0,0,0,5,1,0,10,68,0,0
3,1,1,34,0,0,0,0,0,0,0,0,19,8,0,1
4,1,3,96,0,0,0,0,0,26,1,0,13,48,0,1
3,0,3,102,0,0,0,1,0,18,0,0,10,29,11,1
2,1,0,45,0,0,0,1,0,5,0,0,24,1,12,0
4,0,2,39,0,0,0,0,0,14,1,1,15,17,0,1
4,1,4,54,0,0,0,0,0,14,1,0,24,23,0,1
2,0,2,42,0,0,0,0,0,0,1,0,18,17,0,0
4,1,4,53,0,0,0,0,0,13,0,0,24,22,0,1
3,1,1,134,10,1,0,5,4,35,0,0,19,10,97,1
1,0,1,71,4,0,0,0,0,0,0,0,22,42,0,0
2,0,3,36,0,0,0,0,0,0,1,0,10,19,0,1
2,0,3,240,6,15,1,9,8,62,1,0,12,47,173,1
1,0,1,25,0,0,0,0,0,8,1,0,9,9,0,0
1,0,0,28,0,0,0,0,0,0,0,0,19,1,0,1
2,1,2,55,0,2,0,0,0,0,1,0,21,27,0,0
3,1,1,115,5,1,0,5,4,21,0,0,15,10,82,1
2,1,1,38,1,0,0,0,0,0,1,0,15,16,0,0
1,0,4,73,3,0,0,0,0,4,1,0,15,51,0,0
1,0,2,113,16,0,0,0,0,0,0,0,10,96,0,0
1,0,5,90,8,0,0,0,0,0,1,0,11,72,0,0
3,0,1,81,0,3,0,3,2,8,0,0,13,26,34,1
4,2,3,62,1,0,0,0,0,0,0,0,23,32,0,1
4,0,1,32,0,0,0,0,0,14,0,1,18,7,0,1
3,0,2,35,0,0,0,0,0,13,0,1,15,13,0,1
1,0,0,25,0,0,0,0,0,0,0,0,17,1,0,0
1,0,0,24,1,0,0,0,0,0,0,0,17,0,0,1
4,1,4,53,0,0,0,0,0,13,1,0,24,22,0,1
3,0,2,260,0,0,0,1,0,34,0,0,15,13,224,1
4,1,4,59,0,0,0,0,0,13,1,0,30,22,0,1
1,0,5,59,1,0,0,0,0,0,0,0,13,39,0,0
3,1,1,55,1,1,0,0,0,0,0,0,33,15,0,1
2,1,0,35,0,0,0,0,0,0,0,0,27,1,0,0
1,0,0,34,0,0,0,0,0,0,1,0,26,1,0,0
1,0,2,33,0,0,0,0,0,0,1,0,12,13,0,1
2,1,0,37,0,0,0,0,0,2,0,0,29,1,0,0
2,0,1,122,0,0,0,7,6,3,0,0,16,10,88,1
3,0,1,114,0,3,0,2,1,0,1,0,19,13,74,0
1,0,2,54,3,0,0,0,0,3,1,0,16,31,0,0
3,1,1,39,0,0,0,0,0,0,0,0,20,12,0,0
1,0,3,62,2,0,0,0,0,15,1,0,12,43,0,0
3,0,2,47,0,0,0,1,0,5,0,0,14,15,10,1
3,1,3,50,1,0,0,0,0,0,0,0,18,25,0,0
4,0,2,33,0,0,0,0,0,10,0,1,11,15,0,1
2,0,3,198,3,15,0,8,7,63,1,0,12,47,131,1
3,1,1,33,0,0,0,0,0,0,0,0,21,5,0,1
4,1,4,60,0,0,0,0,0,13,1,0,31,22,0,1
3,1,4,95,5,0,0,0,0,0,0,0,13,75,0,1
4,1,4,58,0,0,0,0,0,12,1,0,30,21,0,1
1,0,3,54,2,0,0,0,0,8,0,0,11,36,0,0
2,0,5,212,8,16,0,6,5,57,1,0,12,80,112,1
4,0,2,58,0,0,0,0,0,14,0,1,14,37,0,1
2,0,1,44,0,1,0,0,0,2,1,0,16,21,0,0
4,0,1,34,0,0,0,0,0,16,0,1,20,7,0,1
2,1,2,60,1,0,0,0,0,0,1,0,19,34,0,1
4,1,4,58,0,0,0,0,0,12,1,0,30,21,0,1
3,1,4,87,0,0,0,1,0,6,1,0,26,37,16,0
2,0,6,86,0,0,0,0,0,26,1,0,18,61,0,0
4,2,1,39,0,0,0,0,0,0,0,0,21,10,0,0
2,1,3,48,1,0,0,0,0,0,1,0,17,24,0,1
1,0,4,47,0,0,0,1,0,5,1,0,13,23,3,0
1,0,1,30,0,0,0,0,0,0,1,0,16,7,0,0
1,0,1,23,0,0,0,0,0,0,0,0,9,7,0,0
3,1,2,51,1,0,0,0,0,5,1,0,20,23,0,1
3,1,4,50,0,0,0,0,0,4,0,0,15,28,0,1
1,0,2,35,0,0,0,0,0,3,0,0,13,15,0,0
1,0,3,49,0,0,0,0,0,9,0,0,11,31,0,0
1,0,3,69,5,0,0,0,0,0,1,0,10,52,0,0
3,1,1,51,0,1,0,0,0,0,0,0,25,19,0,1
1,0,3,50,2,0,0,0,0,4,1,0,10,33,0,0
2,1,1,28,0,0,0,0,0,0,0,0,15,6,0,1
2,0,3,54,2,0,0,0,0,10,0,0,18,29,0,0
4,0,2,38,0,0,0,0,0,13,0,1,14,17,0,1
3,0,2,120,0,3,0,3,2,28,0,0,15,22,75,1
4,0,1,35,0,0,0,0,0,17,0,1,21,7,0,1
2,1,0,35,0,0,0,0,0,0,0,0,28,0,0,1
3,0,2,47,0,0,0,1,0,5,0,0,14,15,10,1
2,0,0,34,0,0,0,0,0,0,0,0,27,0,0,1
2,0,3,67,0,0,0,0,0,4,0,0,15,45,0,0
1,0,1,38,0,0,0,1,0,0,1,0,11,6,13,0
2,0,2,113,0,0,0,9,8,6,0,0,10,15,80,0
2,0,2,38,0,0,0,0,0,3,1,0,14,16,0,1
5,2,3,49,0,0,0,0,0,10,0,0,17,25,0,1
3,0,1,24,0,0,0,0,0,10,0,1,12,5,0,1
2,1,2,33,0,0,0,0,0,3,1,0,14,12,0,1
1,0,1,25,0,0,0,0,0,1,0,0,11,7,0,0
1,0,5,91,7,0,0,0,0,12,0,0,15,69,0,0
2,0,2,52,0,2,0,0,0,9,1,0,12,33,0,0
4,1,4,59,0,0,0,0,0,12,1,0,31,21,0,1
2,0,3,90,1,0,0,0,0,4,1,0,10,73,0,0
2,1,1,38,0,0,0,0,0,0,0,0,21,10,0,1
3,1,1,89,2,1,0,4,3,12,1,0,15,10,56,1
3,0,4,95,0,0,0,1,0,5,0,0,10,58,19,1
